"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","27.9789"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","0.6721"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","85.1075"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","10.6923"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","11.7164"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","7.0721"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","27.5352"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","74.5559"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","0.7658"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","132.3377"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","12.9553"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","2.0892"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","55.2574"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","2.7890"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","0.5617"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","2.6054"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","76.2580"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","11.9857"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","9.0422"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","35.5140"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","10.0934"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","10.8515"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","1.7342"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",1996,"Annual","Marketing year Sep-Aug","Million animal units","79.2210"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","10.3378"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","20.8515"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","3.9904"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","23.4998"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","28.2584"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","0.6685"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","87.6066"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","10.5511"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","12.0960"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","6.8699"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","29.8518"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","75.0031"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","0.7468"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","135.1187"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","12.7730"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","2.1569"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","53.6776"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","3.0236"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","0.5531"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","2.5143"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","74.6985"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","11.8209"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","9.3351"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","34.4987"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","10.9426"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","10.9363"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","1.6979"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",1997,"Annual","Marketing year Sep-Aug","Million animal units","79.2315"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","10.2781"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","20.3543"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","3.9731"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","23.8194"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","28.8552"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","0.6576"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","87.9378"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","10.4958"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","11.8075"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","6.8401"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","30.2578"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","76.3143"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","0.6916"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","136.4072"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","12.7672"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","2.1054"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","53.4446"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","3.0647"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","0.5504"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","2.3697"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","74.3020"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","11.7941"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","9.1125"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","34.3489"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","11.0914"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","11.1424"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","1.6238"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",1998,"Annual","Marketing year Sep-Aug","Million animal units","79.1132"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","10.3233"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","21.5641"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","3.8806"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","23.1260"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","29.3407"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","0.6537"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","88.8885"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","10.5373"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","12.5093"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","6.6808"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","29.3770"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","77.4487"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","0.6715"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","137.2247"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","12.7677"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","2.2306"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","52.2002"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","2.9755"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","0.5567"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","2.2926"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","73.0232"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","11.8120"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","9.6541"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","33.5491"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","10.7685"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","11.3217"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","1.5905"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",1999,"Annual","Marketing year Sep-Aug","Million animal units","78.6959"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","10.3218"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","21.8757"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","3.8176"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","22.9082"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","29.8271"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","0.6515"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","89.4019"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","10.5388"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","12.6901"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","6.5725"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","29.1003"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","78.6949"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","0.6593"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","138.2559"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","12.8028"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","2.2628"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","51.3532"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","2.9475"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","0.5632"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","2.2550"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","72.1846"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","11.8329"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","9.7936"
